Title,Item number,Quantity,Custom label,Starting price,Buy It Now price,Format,Duration,Condition,Shipping Policy,Payment Policy,Return policy,Category,Category ID,Store category,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE GRAND CARAVAN SXT",312982206771,10,"LZTR5AGP/3381&-87",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE INTREPID BASE",312982206863,10,"LZTR5AGP/3381&-88",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE INTREPID ES",324064705193,10,"LZTR5AGP/3381&-89",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE INTREPID R/T",324064705215,10,"LZTR5AGP/3381&-90",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE INTREPID SE",372942714782,10,"LZTR5AGP/3381&-91",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE MAGNUM SE",324064705085,10,"LZTR5AGP/3381&-92",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE STRATUS ES",372942714879,10,"LZTR5AGP/3381&-96",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE STRATUS R/T",372942714783,10,"LZTR5AGP/3381&-97",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE STRATUS SE",372942714824,10,"LZTR5AGP/3381&-99",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE STRATUS SE PLUS",372942714853,10,"LZTR5AGP/3381&-101",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE STRATUS SXT",312982206695,10,"LZTR5AGP/3381&-104",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for DODGE STRATUS SXT",372942714873,10,"LZTR5AGP/3381&-102",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER 70TH",372942714882,10,"LZTR5AGP/3381&-108",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER ISLANDER",324064705048,10,"LZTR5AGP/3381&-109",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER MOUNTAIN",324064705086,10,"LZTR5AGP/3381&-110",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER RUBICON",372942714825,10,"LZTR5AGP/3381&-111",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER SAHARA",324064705135,10,"LZTR5AGP/3381&-112",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER SPORT",372942714854,10,"LZTR5AGP/3381&-113",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER UNLIMITED",372942714867,10,"LZTR5AGP/3381&-119",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER UNLIMITED",324064705049,10,"LZTR5AGP/3381&-115",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER UNLIMITED",324064705091,10,"LZTR5AGP/3381&-116",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER UNLIMITED",324064705233,10,"LZTR5AGP/3381&-120",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER UNLIMITED",324064705116,10,"LZTR5AGP/3381&-117",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER UNLIMITED",312982206957,10,"LZTR5AGP/3381&-114",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER UNLIMITED",312982206837,10,"LZTR5AGP/3381&-118",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for JEEP WRANGLER X",372942714784,10,"LZTR5AGP/3381&-121",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for VOLKSWAGEN ROUTAN S",372942714804,10,"LZTR5AGP/3381&-122",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (6 Pack) for VOLKSWAGEN ROUTAN SE",324064705113,10,"LZTR5AGP/3381&-123",,"$45.75",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (8 Pack) for CHRYSLER 300 C SRT8",372942714791,10,"LZTR5AGP/3381&-2",,"$54.21",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (8 Pack) for DODGE CHALLENGER SRT8",372942714851,10,"LZTR5AGP/3381&-65",,"$54.21",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (8 Pack) for DODGE CHARGER SRT8",372942714800,10,"LZTR5AGP/3381&-68",,"$54.21",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (8 Pack) for DODGE MAGNUM SRT8",372942714827,10,"LZTR5AGP/3381&-93",,"$54.21",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
"NGK G-Power Platinum Spark Plug LZTR5AGP (8 Pack) for JEEP GRAND CHEROKEE SRT8",372942714859,10,"LZTR5AGP/3381&-107",,"$54.21",Fixed price,Good 'Til Cancelled,New,"","","","eBay Motors > Parts & Accessories > Car & Truck Parts > Accessories",179413,1,
